Date,Close
2019-11-22 00:00:00+00:00,198.22317504882812
2019-11-25 00:00:00+00:00,199.1902618408203
2019-11-26 00:00:00+00:00,198.3727264404297
2019-11-27 00:00:00+00:00,201.3936309814453
2019-11-29 00:00:00+00:00,201.0347137451172
2019-12-02 00:00:00+00:00,199.10052490234375
2019-12-03 00:00:00+00:00,198.22317504882812
2019-12-04 00:00:00+00:00,198.11351013183594
2019-12-05 00:00:00+00:00,198.7615509033203
2019-12-06 00:00:00+00:00,200.4464874267578
2019-12-09 00:00:00+00:00,200.73561096191406
2019-12-10 00:00:00+00:00,200.2670135498047
2019-12-11 00:00:00+00:00,201.65284729003906
2019-12-12 00:00:00+00:00,196.1593780517578
2019-12-13 00:00:00+00:00,193.52731323242188
2019-12-16 00:00:00+00:00,197.32586669921875
2019-12-17 00:00:00+00:00,197.79446411132812
2019-12-18 00:00:00+00:00,201.8921356201172
2019-12-19 00:00:00+00:00,205.44143676757812
2019-12-20 00:00:00+00:00,205.68072509765625
2019-12-23 00:00:00+00:00,205.56106567382812
2019-12-24 00:00:00+00:00,204.50424194335938
2019-12-26 00:00:00+00:00,207.16624450683594
2019-12-27 00:00:00+00:00,207.475341796875
2019-12-30 00:00:00+00:00,203.79641723632812
2019-12-31 00:00:00+00:00,204.6338653564453
2020-01-02 00:00:00+00:00,209.1502685546875
2020-01-03 00:00:00+00:00,208.04360961914062
2020-01-06 00:00:00+00:00,211.96180725097656
2020-01-07 00:00:00+00:00,212.42041015625
2020-01-08 00:00:00+00:00,214.57394409179688
2020-01-09 00:00:00+00:00,217.64471435546875
2020-01-10 00:00:00+00:00,217.40541076660156
2020-01-13 00:00:00+00:00,221.24386596679688
2020-01-14 00:00:00+00:00,218.40240478515625
2020-01-15 00:00:00+00:00,220.4861297607422
2020-01-16 00:00:00+00:00,221.10427856445312
2020-01-17 00:00:00+00:00,221.47315979003906
2020-01-21 00:00:00+00:00,220.77528381347656
2020-01-22 00:00:00+00:00,220.65562438964844
2020-01-23 00:00:00+00:00,219.10031127929688
2020-01-24 00:00:00+00:00,217.28578186035156
2020-01-27 00:00:00+00:00,214.22500610351562
2020-01-28 00:00:00+00:00,217.13623046875
2020-01-29 00:00:00+00:00,222.5598907470703
2020-01-30 00:00:00+00:00,208.90101623535156
2020-01-31 00:00:00+00:00,201.30389404296875
2020-02-03 00:00:00+00:00,203.57705688476562
2020-02-04 00:00:00+00:00,209.2001190185547
2020-02-05 00:00:00+00:00,209.47927856445312
2020-02-06 00:00:00+00:00,210.21707153320312
2020-02-07 00:00:00+00:00,211.692626953125
2020-02-10 00:00:00+00:00,212.42041015625
2020-02-11 00:00:00+00:00,206.56805419921875
2020-02-12 00:00:00+00:00,210.12733459472656
2020-02-13 00:00:00+00:00,212.50018310546875
2020-02-14 00:00:00+00:00,213.5370635986328
2020-02-18 00:00:00+00:00,217.1461944580078
2020-02-19 00:00:00+00:00,216.83712768554688
2020-02-20 00:00:00+00:00,213.9358673095703
2020-02-21 00:00:00+00:00,209.54905700683594
2020-02-24 00:00:00+00:00,200.1174774169922
2020-02-25 00:00:00+00:00,196.17933654785156
2020-02-26 00:00:00+00:00,196.6080322265625
2020-02-27 00:00:00+00:00,189.18040466308594
2020-02-28 00:00:00+00:00,191.89224243164062
2020-03-02 00:00:00+00:00,195.85032653808594
2020-03-03 00:00:00+00:00,185.3319854736328
2020-03-04 00:00:00+00:00,191.18435668945312
2020-03-05 00:00:00+00:00,184.61415100097656
2020-03-06 00:00:00+00:00,180.54638671875
2020-03-09 00:00:00+00:00,168.99119567871094
2020-03-10 00:00:00+00:00,177.6551055908203
2020-03-11 00:00:00+00:00,169.72897338867188
2020-03-12 00:00:00+00:00,154.0063018798828
2020-03-13 00:00:00+00:00,169.7688446044922
2020-03-16 00:00:00+00:00,145.5717010498047
2020-03-17 00:00:00+00:00,148.97145080566406
2020-03-18 00:00:00+00:00,146.51885986328125
2020-03-19 00:00:00+00:00,152.6703338623047
2020-03-20 00:00:00+00:00,149.28053283691406
2020-03-23 00:00:00+00:00,147.6554412841797
2020-03-24 00:00:00+00:00,160.49676513671875
2020-03-25 00:00:00+00:00,155.7410888671875
2020-03-26 00:00:00+00:00,162.8496856689453
2020-03-27 00:00:00+00:00,156.3193359375
2020-03-30 00:00:00+00:00,165.45184326171875
2020-03-31 00:00:00+00:00,166.29928588867188
2020-04-01 00:00:00+00:00,159.12091064453125
2020-04-02 00:00:00+00:00,157.71514892578125
2020-04-03 00:00:00+00:00,153.71717834472656
2020-04-06 00:00:00+00:00,165.0530548095703
2020-04-07 00:00:00+00:00,168.3231964111328
2020-04-08 00:00:00+00:00,173.7568359375
2020-04-09 00:00:00+00:00,174.6641082763672
2020-04-13 00:00:00+00:00,174.2653045654297
2020-04-14 00:00:00+00:00,177.63514709472656
2020-04-15 00:00:00+00:00,176.4387664794922
2020-04-16 00:00:00+00:00,175.72093200683594
2020-04-17 00:00:00+00:00,178.7019500732422
2020-04-20 00:00:00+00:00,177.70497131347656
2020-04-21 00:00:00+00:00,170.28729248046875
2020-04-22 00:00:00+00:00,181.73281860351562
2020-04-23 00:00:00+00:00,184.5742645263672
2020-04-24 00:00:00+00:00,189.49945068359375
2020-04-27 00:00:00+00:00,186.93716430664062
2020-04-28 00:00:00+00:00,182.36094665527344
2020-04-29 00:00:00+00:00,193.60708618164062
2020-04-30 00:00:00+00:00,204.0955047607422
2020-05-01 00:00:00+00:00,201.66282653808594
2020-05-04 00:00:00+00:00,204.6438446044922
2020-05-05 00:00:00+00:00,206.44842529296875
2020-05-06 00:00:00+00:00,207.84420776367188
2020-05-07 00:00:00+00:00,210.62582397460938
2020-05-08 00:00:00+00:00,211.7125701904297
2020-05-11 00:00:00+00:00,212.54005432128906
2020-05-12 00:00:00+00:00,209.46932983398438
2020-05-13 00:00:00+00:00,204.48434448242188
2020-05-14 00:00:00+00:00,206.18919372558594
2020-05-15 00:00:00+00:00,210.24697875976562
2020-05-18 00:00:00+00:00,212.55003356933594
2020-05-19 00:00:00+00:00,216.2289581298828
2020-05-20 00:00:00+00:00,229.2796630859375
2020-05-21 00:00:00+00:00,230.69540405273438
2020-05-22 00:00:00+00:00,234.204833984375
2020-05-26 00:00:00+00:00,231.50296020507812
2020-05-27 00:00:00+00:00,228.45216369628906
2020-05-28 00:00:00+00:00,224.783203125
2020-05-29 00:00:00+00:00,224.414306640625
2020-06-01 00:00:00+00:00,231.21383666992188
2020-06-02 00:00:00+00:00,232.0214080810547
2020-06-03 00:00:00+00:00,229.46910095214844
2020-06-04 00:00:00+00:00,225.61070251464844
2020-06-05 00:00:00+00:00,230.07725524902344
2020-06-08 00:00:00+00:00,230.7053680419922
2020-06-09 00:00:00+00:00,237.95355224609375
2020-06-10 00:00:00+00:00,236.01937866210938
2020-06-11 00:00:00+00:00,223.75628662109375
2020-06-12 00:00:00+00:00,227.89382934570312
2020-06-15 00:00:00+00:00,231.8020782470703
2020-06-16 00:00:00+00:00,234.94261169433594
2020-06-17 00:00:00+00:00,234.82298278808594
2020-06-18 00:00:00+00:00,235.23175048828125
2020-06-19 00:00:00+00:00,238.0731964111328
2020-06-22 00:00:00+00:00,238.5019073486328
2020-06-23 00:00:00+00:00,241.5128173828125
2020-06-24 00:00:00+00:00,233.31752014160156
2020-06-25 00:00:00+00:00,234.97251892089844
2020-06-26 00:00:00+00:00,215.43136596679688
2020-06-29 00:00:00+00:00,219.97767639160156
2020-06-30 00:00:00+00:00,226.3883819580078
2020-07-01 00:00:00+00:00,236.8369140625
2020-07-02 00:00:00+00:00,232.7193145751953
2020-07-06 00:00:00+00:00,239.5587158203125
2020-07-07 00:00:00+00:00,240.13697814941406
2020-07-08 00:00:00+00:00,242.8488006591797
2020-07-09 00:00:00+00:00,243.7660675048828
